Name,playerid,Age
Dauris Valdez,sa917999,26
Kyle Crick,13182,29
Brady Lail,14707,28
Angel De Jesus,sa921876,25
Brooks Pounders,10387,31
Luis Rodriguez,sa3005435,22
Jordan Brink,sa829003,29
Anthony Vizcaya,sa657689,#N/A
Richelson Pena,sa597847,#N/A
Kyle Arjona,sa3008502,#N/A
Joseph Kuzia,sa3002715,28
Marlon Arias,sa294505,#N/A
Braden Webb,sa876362,27
Lewis Thorpe,15906,26
David Ellingson,sa873708,27
Darin Gillies,sa875269,29
Austin Coley,sa738368,#N/A
Daniel Tillo,sa876284,26
Juan Mota,sa917387,26
Colin McKee,sa918482,28
Austin Krzeminski,sa3004121,25
Lake Bachar,sa917993,#N/A
Ryan Smith,sa1159711,24
Matt Magill,3950,32
Addison Russ,sa3004106,27
Ervin Santana,3200,39
Erich Uelmen,sa915866,26
Matt Ramsey,14460,#N/A
Connor Grey,sa918420,28
Coleman Huntley,sa3014912,29
Gustavo Armas,sa833631,#N/A
Arturo Reyes,sa739006,#N/A
Matthew Swarmer,sa918458,28
Randy Vasquez,sa3007933,23
Michael Adams,sa3014875,27
Junior Guerra,5702,37
Franklyn Kilome,17861,27
Brandon Dickson,6979,37
Jose Martinez,sa3002796,23
Graham Spraker,sa3004024,27
Daniel Corcino,9266,#N/A
Kyle Wilcox,sa857699,#N/A
Brandon Leibrandt,16135,29
Cristian Alvarado,sa657885,#N/A
Jacob Rhame,15267,#N/A
Yoel De Leon,sa3003122,#N/A
Andrew Misiaszek,sa3010118,24
Emilio Marquez,sa3006145,24
Joe Cavallaro,sa3004599,26
Eddie Butler,13453,31
Jake Barrett,13322,#N/A
Ryan Lillie,sa3004740,26
Evan Mitchell,sa708969,#N/A
Casey Kelly,9174,#N/A
Jordan Guerrero,sa658262,#N/A
Ryder Ryan,sa829853,27
Brady Dragmire,sa598911,#N/A
Carlos Torres,7624,#N/A
Nathan Bates,sa875717,28
Michael Mariot,10835,33
Tobias Myers,sa918088,23
Wandisson Charles,sa874818,#N/A
Robert Broom,sa3007235,25
Jesus Tona,sa872807,26
Alex Speas,sa917945,24
David Hess,16130,28
Stephen Smith,sa918532,#N/A
Trent Szkutnik,sa709586,#N/A
J.P. Feyereisen,16610,29
Hever Bueno,sa738180,27
Jose Nin,sa828548,#N/A
Dalton Moats,sa738506,27
Jefferson Medina,sa656038,#N/A
Ricky Thomas,sa873974,26
Maxwell Green,sa3004092,26
Sven Schuller,sa837843,#N/A
Carlos Espinal,sa872567,25
Austen Williams,16309,#N/A
Michael Ynoa,14093,#N/A
Moises Lugo,sa3002814,23
Nicholas Fraze,sa3010250,24
Rony Garcia,20430,24
Johan Oviedo,22487,24
Chris Nunn,sa658577,31
Collin Wiles,sa657869,28
Jhenderson Hurtado,sa828710,#N/A
Joel Peguero,sa917689,25
Luis Romero,sa3003109,28
Brian Glowicki,sa3004826,27
Durbin Feltman,sa3007959,25
Tyler Stevens,sa915801,26
Tyson Miller,19976,26
Chase Johnson,sa549740,30
Jonathan Vargas,sa503650,#N/A
Sergio Mitre,1773,#N/A
Matthew Ball,sa737933,#N/A
Gerardo Carrillo,sa3002790,23
Parker Curry,sa977821,#N/A
Seunghwan Oh,18719,#N/A
John Perkins,sa3007713,24
Tyler Lyons,11334,34
Austin Hamilton,sa3004717,#N/A
Joseph Cloney,sa3003927,#N/A
Michael Tonkin,10315,#N/A
Jeffrey Henry,sa3014446,22
Cristian Castillo,sa872742,#N/A
William Hayes,sa875896,27
Shea Spitzbarth,18475,27
Johnny Barbato,11440,29
Daniel Dallas,sa918033,#N/A
Quintin Torres-Costa,sa876206,27
Pat Dean,11350,#N/A
Jake Paulson,sa829444,#N/A
Marcus Reyes,sa3004489,27
Carlos Luna,sa828727,25
Cre Finfrock,sa829399,26
Graham Lawson,sa3014780,26
Brandon Barker,sa829237,29
J.J. Hoover,9037,#N/A
Simeon Woods Richardson,sa3008423,21
Adam Plutko,15846,30
John Weisenburger,sa3011607,24
Elvis Luciano,20632,22
Matthew Wivinis,sa3002775,#N/A
Aaron Brown,sa598306,30
Jack Labosky,sa3006809,25
Jason Gurka,8007,#N/A
Wyatt Strahan,sa599334,#N/A
Matt Belisle,1837,#N/A
Kyle Serrano,sa738435,26
Eduardo Paredes,16344,#N/A
Adam Bray,sa876116,#N/A
David Holman,sa503702,#N/A
Roman Mendez,10307,#N/A
Wyatt Burns,sa3006776,#N/A
Manny Barreda,10148,33
Felipe Tejada,sa873145,24
Trevor Kelley,18454,28
Donn Roach,10620,#N/A
Eli Lingos,sa3006798,26
Zackary Plunkett,sa3011394,26
Bailey Clark,sa857562,27
AJ Ramos,8350,35
Cooper Criswell,24975,25
Miguel Figueroa,sa3007781,#N/A
Jonathan Cheshire,sa3004362,27
JC Ramirez,8302,#N/A
Zach Lee,11468,30
Jay Flaa,18140,30
Joan Martinez,sa917483,25
Frankie de la Cruz,3920,#N/A
Tyler Olson,14741,32
Corey Copping,sa875831,#N/A
Kyle Nicolas,sa3014523,23
Raffi Vizcaino,sa736742,26
Will Latcham,sa3004470,26
James Russell,4089,#N/A
Joshua Roeder,sa875299,#N/A
Donnie Hart,15306,#N/A
Stephen Duncan,sa3004368,#N/A
Brady Rodgers,13393,#N/A
Ethan Lindow,sa3005028,23
Ruben Garcia,sa918319,25
Ivan Pelaez,sa3004441,28
Ryan Dull,13974,32
Yasin Chentouf,sa3006950,25
Travis MacGregor,sa917950,24
Matt Frisbee,sa3006801,25
Roland Schaller,sa3008023,25
Ty Boyles,sa737945,#N/A
Riley Ferrell,sa874967,28
Jonathan Sanchez,7507,#N/A
Jeffrey Passantino,sa915726,26
Curtis Taylor,sa917970,26
Michael Franco,sa829140,#N/A
Moises Gomez,sa832779,25
Kevin Jepsen,6475,#N/A
Ralph Garza,17682,28
Luke Farrell,15101,31
Jhonatan German,sa883710,27
Andrew Lee,sa856275,28
Nathan Karns,12638,#N/A
Brandon Cunniff,11509,#N/A
Jerry Keel,sa856543,28
Kenneth Rosenberg,sa918105,26
Shane Carle,15258,30
Morgan McSweeney,sa3010781,24
Brad Peacock,5401,34
Adonis Rosa,17942,#N/A
A.J. Schugel,11432,33
Logan Salow,sa874231,27
Michael Ellenbest,sa918550,27
Jordan Minch,sa827492,#N/A
Noah Bremer,sa915571,26
Cameron Alldred,sa3006833,25
Trey Cobb,sa918276,28
Konner Wade,14655,30
Brian Van Belle,sa3014925,25
Franny Cobos,sa3006494,21
Mitch Talbot,4961,#N/A
Brandon Gold,sa872724,27
Samuel Reyes,sa3003036,26
Tyler Thornburg,10688,33
Shelby Lackey,sa3006771,24
Trevor Brigden,sa3011481,26
Jacob Lemoine,sa658610,28
Bryan King,sa3010580,25
Oddy Nunez,sa874248,25
Francys Peguero,sa748442,26
Victor Santos,sa3003083,21
Jonathan Harris,sa658929,28
Wei-Chung Wang,14382,#N/A
Luis Ysla,sa739569,#N/A
Ronald Herrera,15688,#N/A
Bryan Valdez,sa919377,27
Tyler Cloyd,8536,#N/A
Alexis Rivero,sa735860,#N/A
Kyle Nelson,20515,25
Joey Steele,sa3010382,26
Nickolas Lackney,sa3010786,25
Aiden McIntyre,sa3007733,26
Andrew Hoffmann,sa3017202,22
Franklyn Soriano,sa875873,#N/A
Drew Hutchison,10732,31
Alex Phillips,sa3008595,27
Caleb Baragar,19231,28
Connor Higgins,sa3006808,25
Keith Rogalla,sa829753,26
William Raiden,sa3008305,#N/A
Jacob Kalish,sa709032,30
Kevin McGowan,15215,#N/A
Tyler Peyton,sa876105,#N/A
Gabriel Valdez,sa828365,#N/A
Ausley Carraway,sa3014495,23
Jose Bravo,sa923839,25
Barrett Loseke,sa3008243,25
Dugan Darnell,sa3014876,25
Joshua Martin,sa599246,#N/A
Jorge Guzman,17505,26
Jesus Tinoco,16300,27
Easton McGee,sa917971,24
Charles Weickel,sa657871,#N/A
Jaime Melendez,sa3010660,20
Justin Vernia,sa3008626,26
Erick Leal,sa657825,#N/A
Jasseel De La Cruz,sa879559,25
Jerad Eickhoff,12664,31
Kyle Glogoski,sa3007464,23
Chris Beck,13418,#N/A
Jonathan France,sa3008310,27
Demarcus Evans,21087,25
Zachary Ryan,sa873262,28
Blayne Enlow,sa3005117,23
Wade Davis,7441,36
Alejandro Mateo,sa918495,#N/A
Ofreidy Gomez,sa737451,26
Jonathan Fennell,sa3007811,26
Nick Neidert,18699,25
Trevor Oaks,16468,#N/A
Zack Weiss,15444,30
Ty Tice,20177,25
Justin Sterner,sa3014864,25
Patrick Dayton,sa3004482,26
Konnor Pilkington,sa3008371,24
Timothy Naughton,sa3004713,26
Dakota Mekkes,sa915807,27
Travis Kuhn,sa3009928,24
Dylan Bice,sa918551,24
Patrick Weigel,17792,27
Andrew Beckwith,sa3004206,#N/A
Ryan Valdes,sa3004486,#N/A
Luis Mora,sa828591,27
Jake Miednik,sa3007242,26
Manuel Rondon,sa737083,#N/A
Zac Curtis,16684,#N/A
Simon Mathews,sa915665,#N/A
Alec Kisena,sa875686,26
Hector Lujan,sa876201,27
Darren McCaughan,20038,26
Kevin McGovern,sa3015131,33
Michael Blazek,9654,#N/A
Ruddy Acosta,sa824737,#N/A
Matthew Blackham,sa829631,29
Yoelvin Silven,sa3006619,23
Nick Kingham,11694,#N/A
Josh Smoker,10285,#N/A
Robbie Ross Jr.,6819,33
Jesus Castillo,sa657701,26
Ryan Wilson,sa3004585,25
Leon Biegalski,sa873983,27
Joshua Hendrickson,sa3011196,24
Leon Hunter,sa3010260,25
Aaron Leasher,sa3004701,26
Jimmy Herget,17556,28
Ryan Buchter,9456,35
Cameron Gann,sa875845,29
Jordan Stephens,sa875031,29
Richard Gallardo,sa3009990,20
Bobby Wahl,14832,30
Austin Reich,sa3011326,25
Lane Ramsey,sa3006774,25
Dylan Baker,sa658002,30
Julio Pinto,sa736965,26
Seth Frankoff,11346,33
Felix Paulino,sa828972,27
Hunter Martin,sa873266,#N/A
Tyler Alexander,sa738376,30
Daniel McGrath,sa739598,#N/A
Matthew Mullenbach,sa3010581,25
Jason Hammel,4538,#N/A
Gregory Weissert,sa918484,27
Luis Ramirez,sa917821,24
Matthew Dennis,sa918295,27
Daniel Dopico,sa875346,28
Randall Wynne,sa3010144,29
Franklin Shook,sa3014915,24
Cameron Bishop,sa829601,26
Jimmy Lambert,19541,27
Cornelius Van Eyk,sa3014713,23
David Griffin,sa3015136,25
Anderson Severino,sa838671,27
Christopher Murphy,sa3011431,24
Jose Lopez,sa709715,#N/A
Mike Foltynewicz,10811,30
Justin Nicolino,11754,#N/A
Braden Bristo,sa918549,27
Karl Kauffmann,sa3014526,24
Spencer Adams,sa828687,#N/A
Benjamin Gross,sa1119979,25
Chase Cohen,sa3007477,25
Hunter Schryver,sa873263,27
William Brickhouse,sa597825,30
Ryan Merritt,13688,#N/A
Jacob Walters,sa915852,26
Cameron Roegner,sa918493,#N/A
Santiago Casilla,2873,#N/A
Evan Johnson,sa3010000,25
Adam Seminaris,sa3015010,23
Angel German,sa739256,#N/A
Yusmeiro Petit,4020,37
Michael Shawaryn,19495,27
Garrett Kelly,sa920187,27
Jesus Zambrano,sa737066,25
Mauricio Cabrera,12975,#N/A
Grant Black,sa3014846,27
Montana DuRapau,16768,30
Luis Carrasco,sa827249,#N/A
Walker Sheller,sa918177,#N/A
Rob Whalen,14165,28
Tim Adleman,10968,34
Franklin Van Gurp,sa3004709,26
Elijah Villalobos,sa3007997,25
Wladimir Pinto,sa871482,24
Tyler Carpenter,sa829365,#N/A
Micah Kaczor,sa3011732,25
Ricardo Salinas,sa3007456,26
Zack Godley,14862,32
Chance Adams,18135,27
Mark Washington,sa3005194,26
Jaime Barria,18356,25
Jerry Blevins,7841,#N/A
Jimmy Yacabonis,15157,30
John Flowers,sa3011493,24
Austin Puckett,sa738686,27
Walter Borkovich,sa3004801,#N/A
Victor Castaneda,sa978399,23
Tyler Beck,sa3010563,26
Joshua Advocate,sa3004220,28
Robby Scott,13042,#N/A
Carson Teel,sa3007597,26
Josh Lucas,11686,31
Andrew Fisher,sa1172135,26
William Ouellette,sa921422,#N/A
Kevin Kelly,sa3009999,24
Chris Hatcher,3299,#N/A
Alexander Anderson,sa1120125,26
Bryan Pall,sa3008614,26
Brock Stewart,16727,#N/A
Matt Tabor,sa3005334,23
Emilio Vargas,sa736761,25
Nick Rumbelow,14867,#N/A
Joshua Simpson,sa1053035,24
Mark Ecker,sa918000,#N/A
Samuel Sisk,sa3007612,25
Michael Santos,sa736667,#N/A
Harrison Musgrave,16532,#N/A
Stephen Jones,sa3009935,24
Tim Brennan,sa3008630,25
John Swanda,sa3004944,23
Thomas Parsons,sa3007624,26
David Kubiak,sa599473,32
Carson LaRue,sa918324,26
Victor Vargas,sa3007724,21
Carlos Hernandez,sa393410,#N/A
Noah Skirrow,sa3014845,23
Parker Bugg,sa738946,27
Calvin Eldred,sa3006697,27
Dustin Beggs,sa829242,29
Javy Guerra,7407,36
Edgar Garcia,19276,25
Paul Voelker,sa829176,#N/A
Ronny Henriquez,sa3005835,22
Mitchell Wilcox,sa3014443,22
Christian Pedrol,sa3005351,#N/A
Bryson Sands,sa3008611,24
Justin Ferrell,sa829707,#N/A
Diogenes Almengo,sa835215,27
Wes Robertson,sa3004491,26
Heath Fillmyer,17466,28
Chris Ellis,16125,29
Pedro Baez,5420,34
Ben Meyer,18854,#N/A
Conor Harber,sa738945,#N/A
Steven Jennings,sa3004812,23
Mickey Jannis,11071,34
Cristofer Ogando,sa737479,28
John Parke,sa3003988,27
Eduardo Vera,sa657658,#N/A
Jose Pulido,sa3006819,#N/A
Kyle Marman,sa3008668,25
Rodrigo Takahashi,sa830370,25
Mitchell Stallings,sa3007835,27
Jeff Lindgren,sa3010632,25
Willy Collado,sa919895,24
Yoel Espinal,sa597725,#N/A
Joseph Hernandez,sa3006385,22
Rookie Davis,14962,#N/A
Zachary Neff,sa3008068,26
Chih-Wei Hu,16419,#N/A
Jesus Cruz,20042,27
Eric Stout,16873,29
Ronnie Williams,sa828702,26
Devin Conn,sa3007252,25
Christopher Wright,sa3011531,23
Michael Horrell,sa3010322,25
Norge Ruiz,sa817357,28
Hector Velazquez,19341,33
William Carter,sa829689,29
Yeudy Garcia,sa828169,#N/A
Grant Anderson,sa3006706,25
Nick Allgeyer,24486,26
Miguel Socolovich,6697,#N/A
Samuel Weatherly,sa3014455,23
Aaron Slegers,15231,29
Max Roberts,sa3004014,24
Miller Hogan,sa3007806,25
Cyrillo Watson,sa3011557,24
Manny Banuelos,5365,#N/A
Holden Laws,sa3008332,22
Willy Ortiz,sa701548,#N/A
Layne Henderson,sa3007718,26
Domingo Robles,sa872881,24
Gerson Garabito,sa737361,26
Michael Brettell,sa3008020,24
Cameron Hill,16840,28
Francisco Morales,sa3004581,22
Jordan Lyles,7593,31
Stephen Villines,sa874197,26
John Rooney,sa3008417,25
Evan Reifert,sa3014860,23
Mitchell Osnowitz,sa833270,30
Chris Devenski,12763,31
Kelvin Marte,5200,#N/A
Edwuin Bencomo,sa917763,23
Turner Larkins,sa829565,#N/A
Johendi Jiminian,sa550714,#N/A
Connor Law,sa3004321,28
Joshua Winckowski,sa918379,24
Brian Shaffer,sa915633,25
Jack O'Loughlin,sa3006959,22
Hector Perez,18592,26
Jose Meza,sa652174,#N/A
Wirfin Obispo,sa530473,#N/A
Johan Belisario,sa546553,#N/A
Austin Rivera,sa3008261,24
Edward Paredes,4168,#N/A
Kevin Smith,sa3007710,25
Gavin Wallace,sa3004102,#N/A
Alex Valverde,sa3005207,25
Joseph Nahas,sa3011679,22
Chase Walter,sa3015112,23
Joan Baez,sa828412,27
Merandy Gonzalez,17313,#N/A
Connor Lunn,sa3011189,23
Michael Grove,sa3008625,25
Ezequiel Zabaleta,sa887275,26
Connor Walsh,sa829031,#N/A
Noah Davis,sa3010556,25
Erik Sabrowski,sa3015121,24
Edgar Arredondo,sa732750,25
Zachary Hess,sa3010777,25
Samuel Ryan,sa3010627,23
Ryan Kellogg,sa658192,28
William Martin,sa3009929,25
Bryan Garcia,19457,27
Bobby Poyner,17987,29
Jacques Pucheu,sa3010631,25
Mitchell Parker,sa3014973,22
Ty Culbreth,sa918095,#N/A
Logan Allen,18555,25
Bowdien Derby,sa875183,28
Max Herrmann,sa3005259,#N/A
Evan Lee,sa3008336,25
Franklin De La Paz,sa3002811,23
Parker Bridwell,11502,#N/A
Liu Fuenmayor,sa3003126,23
Cesar Rosado,sa873321,26
Jack Anderson,sa874072,28
Dylan Rheault,sa738309,30
Enmanuel De Jesus,sa828317,25
Daniel Bies,sa3007609,#N/A
David Parkinson,sa3004857,26
Brent Honeywell,16466,27
Jacob Thompson,sa738914,27
David Hill,sa658377,28
Zack Segovia,8742,#N/A
Devin Sweet,sa3008340,25
Greg Mahle,16877,#N/A
Derrick Adams,sa3009933,25
Matthew Withrow,sa659074,28
Gerardo Sanchez,sa503435,#N/A
Michael York,sa918008,26
Harrison Holmes,sa828669,26
Grant Ford,sa3010625,24
Griffin McGarry,sa3017130,23
Austin Bibens-Dirkx,9559,37
Jacob Patterson,sa3002777,26
Yefri Del Rosario,sa3002971,22
Pedro Beato,1330,#N/A
Spenser Watkins,17489,29
Scott Moss,sa738902,27
Scott Sunitsch,sa3007251,#N/A
John Ghyzel,sa3004473,26
Trenton Toplikar,sa3007803,26
Scott Blewett,16427,26
Sandy Baez,17754,#N/A
Cody Allen,12183,#N/A
Dakody Clemmer,sa918421,26
Julian Valdez,sa3010656,23
Kristopher Scheetz,sa873684,28
Samuel Thoresen,sa3014920,23
Seth Corry,sa3004648,23
Alexander Vargas,sa835895,#N/A
Brendan White,sa3010663,23
Edgar Gonzalez,1727,#N/A
Brandon Lawson,sa918264,27
Simon Rosenblum-Larson,sa3006772,25
William Kobos,sa3007614,24
Thomas Windle,sa549785,30
Wesley Rodriguez,sa875566,25
Chavez Fernander,sa3007240,24
Jose Disla,sa748874,26
Reid Anderson,sa918378,#N/A
Harold Chirino,sa917637,24
Melvin Jimenez,sa917739,22
Alexander Schick,sa738140,#N/A
Nolan Kingham,sa3008224,25
Chandler Shepherd,16166,29
McLean Abel,sa3014534,20
Zachary Linginfelter,sa3014910,25
Jefry Valdez,sa887660,26
Chris Rusin,9895,35
Chad Donato,sa919112,27
Cameron Vieaux,sa873657,28
Anderson Polanco,sa596949,#N/A
McKenzie Mills,sa829294,#N/A
Kaleb Roper,sa3010110,26
Anthony Hightower,sa875703,#N/A
George Kontos,9486,#N/A
Kazuhisa Makita,19757,#N/A
Josh Fields,5070,#N/A
Brian Johnson,14272,31
Heath Holder,sa602623,29
Addison Reed,10586,#N/A
Mike Baumann,20206,26
Kyle Dowdy,19285,29
Wen-Hua Sung,sa3006694,25
Aaron Sanchez,11490,29
Alec Wisely,sa3010305,24
Robert Dugger,19191,26
Taylor Ahearn,sa3004485,27
Robert Winslow,sa3010263,24
Matthew Gorst,sa918262,#N/A
Deck McGuire,11596,#N/A
Arman Sabouri,sa3010140,24
Cristopher Molina,sa828598,25
Clay Helvey,sa3007459,25
Yovani Gallardo,8173,#N/A
Zachary Lovvorn,sa658011,#N/A
Didier Vargas,sa3002981,23
Oscar De La Cruz,sa737037,27
Robinson Leyer,14399,29
Travis Banwart,sa389775,#N/A
Julian Garcia,sa918182,27
Edgar Martinez,sa3006490,21
Eduardo Del Rosario,sa737089,#N/A
Luis Lugo,sa597249,28
Benjamin Bracewell,sa837103,31
Shea Murray,sa3006760,28
Zachary Willeman,sa3008443,26
Samuel McWilliams,sa829124,26
Mike Dunn,9948,#N/A
Dedgar Jimenez,sa736925,#N/A
Tai Tiedemann,sa918110,26
Griffin Roberts,sa3008483,26
Beau Sulser,sa3004099,28
Brandon Cumpton,11366,#N/A
Warwick Saupold,13211,#N/A
Matteo Bocchi,sa3010573,25
Blaine Boyer,2237,#N/A
Nicholas Green,sa738690,27
Aldry Acosta,sa3002794,22
Colin Peluse,sa3011126,24
Kent Hasler,sa3015089,26
Louis Coleman,9720,#N/A
Nick Hernandez,sa918109,27
David Lebron,sa3006695,28
Steven Branche,sa3014866,25
Justin Garza,19784,28
Pedro Araujo,17697,#N/A
Danny Barnes,11388,#N/A
Jacob Sanchez,sa739743,#N/A
Jacob Sommers,sa3010778,25
Jason Garcia,12143,29
Kohl Franklin,sa3008335,#N/A
Patrick Johnson,sa526880,#N/A
James Steele,sa915636,#N/A
Max Lazar,sa3005163,#N/A
Jack Dashwood,sa3015035,24
Marcos Molina,sa657917,#N/A
Odalvi Javier,sa877574,25
Austin Pope,sa3010816,23
Nick Goody,13685,30
Yasutomo Kubo,sa3008604,#N/A
Pearson McMahan,sa918461,25
Jesus Pirela,sa504880,#N/A
Cesar Carrillo,4697,#N/A
Dedniel Nunez,sa3004203,#N/A
Nivaldo Rodriguez,22449,25
P.J. Conlon,18213,#N/A
Luis Reyes,sa737048,27
Evan Kravetz,sa3010559,25
Luis Rodriguez,sa740428,#N/A
James Proctor,sa3014804,23
Tyler Palm,sa3007270,27
Tyler Driver,sa3010253,21
Carlos Bustamante,sa654744,#N/A
Dakota Donovan,sa3014783,24
Aaron Fossas,sa919827,#N/A
Terance Marin,sa556821,#N/A
Phil Hughes,7450,#N/A
Wes Benjamin,19243,28
William Klein,sa3014487,22
Tyler Eppler,sa829043,29
Yoan Aybar,sa829086,24
Danis Correa,sa3002980,22
Luis Medina,sa928510,23
Argenis Angulo,sa829470,28
Cody Mincey,sa3016707,30
Connor Bennett,sa876135,#N/A
Matthew Gill,sa1170441,24
Colten Schmidt,sa3006765,#N/A
Zachary Brzykcy,sa3014984,22
Jason Vargas,8044,#N/A
Gabe Mosser,sa3006834,26
Adam Warren,9029,34
Paul Schwendel,sa621512,32
Tyler Joyner,sa3006836,26
Edwin Jackson,1841,#N/A
Alec Hansen,sa738344,27
Jacob Cantleberry,sa3011237,24
Zachary Schellenger,sa873651,26
Matthew Hartman,sa3008498,26
Adrian De Horta,sa737857,27
Austin Briggs,sa3007261,26
Osvaldo Bido,sa3003138,26
Adam Kloffenstein,sa3008578,21
Ben Krauth,sa918347,28
Cole Uvila,sa3006804,28
Cameron Junker,sa3010365,24
Augustus Varland,sa3007779,25
Nathan Ocker,sa3009983,25
Marcos Tineo,sa3003124,25
Cole Gordon,sa3011216,26
Carlos Duran,sa3006404,20
Jose Fernandez,14733,#N/A
Luis Ortiz,sa1172057,23
Ben Rowen,10983,33
Nathan Webb,sa918814,24
Eric Mock,sa3010367,25
Ian McKinney,sa738318,27
Alan Strong,sa3006768,25
Chris Rowley,18820,#N/A
Drew Carlton,19868,26
Andres Santiago,sa389212,#N/A
Daxton Fulton,sa3014535,20
Ty Damron,sa738284,27
Jack Ralston,sa3011296,24
Denyi Reyes,sa872864,25
Anthony Block,sa3014916,24
Zachary Thompson,sa3011128,24
Parker Caracci,sa3010619,25
Tanner Tully,sa873685,27
Daniel Procopio,sa738270,26
Chi Chi Gonzalez,14663,30
Taylor Rashi,sa3011597,26
Adam Lau,sa876250,27
Juan Noriega,sa543294,#N/A
Javier Assad,sa920249,24
Mitch Spence,sa1169885,24
Fineas Del Bonta-Smith,sa3010821,25
Dylan Spacke,sa3010812,24
David Huff,4257,37
Will Gardner,sa3007484,26
Edward Cuello,sa3002795,23
Thomas Eshelman,18361,28
Kyle Johnston,sa3004571,25
Blake Bass,sa875190,29
Andrew Politi,sa3007243,26
Bryce Tassin,sa3010814,25
Jorge Tavarez,sa872546,#N/A
Brett Graves,16218,29
Edubray Ramos,16086,#N/A
Jon Niese,4424,#N/A
Joseph Record,sa3008619,27
Jeffrey Ibarra,sa502106,#N/A
John Doxakis,sa1115967,23
Justin Shafer,16132,29
Nolan Clenney,sa3015328,26
Brett Conine,sa3008024,25
Alexander Vizcaino,sa920272,25
Alec Gipson-Long,sa3011536,24
Alexander FaGalde,sa3004602,28
Connor Mitchell,sa3008000,#N/A
Jonathan Dziedzic,sa659070,#N/A
Christopher Clarke,sa3011411,24
Alfonso Hernandez,sa917812,22
Akeem Bostick,15979,27
Eric Skoglund,16155,#N/A
Jordan Martinson,sa3011797,25
Joshua Corrales,sa599832,#N/A
Justin De Fratus,4955,#N/A
Ryan Shreve,sa3010555,24
Marcelo Martinez,sa3005060,25
Caleb Sampen,sa3007965,25
Jared Koenig,sa3014906,28
Dakota Chalmers,sa875017,25
Oscar Gil,sa3002591,#N/A
Austin Lambright,sa3007236,#N/A
Zach Draper,sa3004355,27
Sal Mendez,sa739012,27
Brian Duensing,4064,#N/A
Josh Outman,4004,#N/A
Louie Varland,sa3010572,24
Josh Maciejewski,sa3007581,26
Nicholas Economos,sa875301,#N/A
Juan Then,sa3002793,22
Kyle Friedrichs,sa875229,30
Junichi Tazawa,4079,#N/A
Andrew Bash,sa3010259,25
Skylar Arias,sa918539,25
Jackson McClelland,sa659000,27
Cole Ragans,sa917938,24
Tyler Daniels,sa3008127,26
Adam Ladwig,sa602810,29
Osiris German,sa3003046,23
Hunter Haworth,sa3005318,25
Justin Donatella,sa875616,27
Jackson Tetreault,sa3004662,26
Remey Reed,sa918085,27
Carter Loewen,sa3014844,23
Alec Gamboa,sa3011249,25
Ofelky Peralta,sa828239,25
Maximo Castillo,sa917181,23
Parker Dunshee,sa873274,27
William Gaddis,sa829731,26
Jorge Castillo,sa508060,#N/A
William Woods,sa3007256,23
Colby Morris,sa3014805,25
Hyun-il Choi,sa3009992,22
Cody Sedlock,sa874042,27
Jose Taveras,sa828246,#N/A
Santiago Florez,sa3003026,22
Matthew Willrodt,sa3007478,24
Adam Wolf,sa3007587,25
Kodi Medeiros,sa828664,26
Sergio Umana,sa3009623,22
Travis Herrin,sa875780,27
Tahnaj Thomas,sa3003066,23
Mailon Arroyo,sa872457,24
Grant Gambrell,sa3011129,24
Luc Rennie,sa658278,28
Matt Koch,13420,31
Kyle McGrath,16793,29
Angel Macuare,sa3003039,22
Michael Dibrell,sa3004657,26
Dalton Roach,sa3010567,26
Connor Curlis,sa3006707,25
William Spiers,sa3014863,24
Andrew Sopko,sa658286,#N/A
Blake Bivens,sa828880,#N/A
Kevin Malisheski,sa919034,24
Adrian Guzman,sa655012,#N/A
Jhonleider Salinas,sa873497,26
Nicholas Avila,sa3011532,24
Conor Grammes,sa3011651,24
Pat Neshek,4682,#N/A
Julian Smith,sa3010129,25
John Woodward,sa3014809,23
Lowell Burns,sa3014451,23
Connor Strain,sa3005420,#N/A
Nathan Witt,sa3005340,26
Tyler Schimpf,sa829573,26
Matthew Merrill,sa3004364,24
Clayton Aguilar,sa3015003,23
Taylor Varnell,sa3006806,27
Stephen Kolek,sa3007990,25
Nicholas Morreale,sa3011533,24
Pedro Garcia,sa3011805,27
Andres Avila,sa541874,#N/A
Nicolas Laio,sa3009861,24
Nicholas MacDonald,sa3011570,24
Enmanuel Mejia,sa3009262,23
Thomas Pannone,17281,28
Anderson Paulino,sa3007991,23
Benjamin Brown,sa3005122,22
Salvador Justo,sa737459,27
Nicholas Padilla,sa875621,25
Jose Santamaria,sa3008373,23
Francis Peguero,sa3005209,24
Nicholas Highberger,sa872728,28
Pedro Vasquez,sa872824,#N/A
Matthias Dietz,sa875993,26
Matthew Milburn,sa913084,28
Beau Burrows,18873,25
Adrian Almeida,sa658087,27
Tanner Gordon,sa3010570,24
Austin Smith,sa874790,25
Jacob Billingsley,sa3008314,#N/A
Vincent Timpanelli,sa3014814,23
Nathanael Santiago,sa869604,#N/A
Shawn Semple,sa3004661,26
Juan Robles,sa873226,#N/A
Nolan Hoffman,sa3007471,24
Jeremy Hellickson,4371,#N/A
Jose Hernandez,sa928463,24
Michael Mokma,sa3014794,24
Troy Stainbrook,sa3014806,25
Brian Keller,sa918951,28
Keylan Killgore,sa3008069,#N/A
Brandon Knarr,sa3015005,24
Justin Yeager,sa3010825,24
James Shields,7059,#N/A
